query,report,institute,category,label
kekerasan,"selamat siang pak/bu . saya ingn melaporkan aplikasi ilegal pinjaman online nama aplikasi `` cash waktu '' saya mohon agar aplikasi ini segera ditutup karena melanggar dua pasal yaitu : - memberikan pinjaman kepada setiap orang dengan bunga yang jauh diatas 0,8 % - mencemarkan nama baik peminjam dengan cara meneror semua kontak yang ada di handphone si peminjam dengan bertuliskan pesan kriminal/ kekerasan . yaitu maling/buronan . saya berharap pihak ojk segera menindaklanjuti hal ini . terima kasih .",Kontak OJK 157,  Corona - Dampak Ekonomi,Crime
kekerasan,"assalamualaikum bapak/ibu , saya ingin melaporkan mengenai kasus kekerasan seksual yang terjadi di lingkungan kerja restaurant wingstop bandung , saya mendapatkan banyak keluhan dari beberapa organisasi yang sudah membantu menyebarkan kasus ini agar pelaku cepat di tindak lanjuti , karena pihak wingstop tidak ada respon terhitung sejak tanggal 22 maret 2020 , yang dilaporkan melalui email wingstop . pada tanggal 25 desember 2019 , telah terjadi kekerasan seksual terhadap karyawan baru di lingkungan kerja ( awal kejadian ini tahun 2019 dan tahun 2020 pelaku masih mengulangi perbuatannya kepada korban ) yang dilakukan oleh adi ( manager wingstop cabang riau di kota bandung ) . kejadian ini bermula saat korban rumah sakit ( 22 tahun ) masih baru bekerja di wingstop cabang riau , di kota bandung ( jalan . l. l. r.e . martadinata no.18 , citarum , kecamatan . bandung wetan , kota bandung , jawa barat 40113 ) sebagai cashier sampai sekarang , bulan ke 8 pada tanggal 25 desember 2019 , berawal dari pelaku bernama adi mulai melakukan interaksi intens yang menggoda korban dengan membuat kata-kata manis dan iming-iming sedang mengawasi kerjaannya . setelah itu korban merasa perlakuan pelaku pada saat pertama kali kerja ( first impression ) sangat baik , dan tidak mencurigakan . dengan kebiasaan korban yang selalu menghormati karyawan dan orang lain khususnya atasannya , korban merasa segan dan risih jika di dekati oleh pelaku secara terus menerus . ( sikap malas korban ini adalah kebiasaan sejak smp yang sangat takut terhadap otoritas senior/ atasan , bila tidak seperti itu akan mendapatkan sanksi terhadap bawahan yang bentuknya terkadang kekerasan terhadap junior ) pelaku memulai kembali perbuatannya sambil mendekati korban di waktu luang/istirahat , saat itu korban sedang melakukan pekerjaannya ditempat kasir pelaku sering sekali mendekati korban sambil bertanya-tanya mengenai pekerjaannya , lalu hari berikutnya pelaku mulai menarik simpati korban dengan bercerita banyak hal kepada korban sehingga pelaku selalu mendekati korban hampir setiap hari ke tempat kerjaannya , dan membuat korban resah sehingga korban sering bercerita kepada rekan kerjanya bahwasannya sering kali pelaku menggodanya . hingga pada tanggal 25 desember pelaku berani mengelus punggung korban dengan alasan yang sama untuk ‘ memantau pekerjaannya ’ , dan esok harinya pelaku sudah berani melakukan pelecehan seksual terhadap korban , kemudian di hari berikutnya pelaku melakukan hal yang sama dengan mendekati korban . kemudian pada suatu yang tidak begitu ramai karena resto sudah ingin tutup ( closing ) , korban sedang menghitung jumlah hasil keuangan , pelaku menanyakan korban apakah korban kelelahan atau tidak , dan pelaku dengan beraninya sambil memijat-mijat dan memegang payudara korban , sebelum kejadian pertama ini terjadi korban pun sontak marah untuk menolaknya dan berteriak , tapi pelaku memaksa untuk melakukan hal itu dan sempat mengancam korban agar perlakuan bejatnya , hingga pelecehan seksual pun terjadi . ( korban sudah melakukan perlawanan namun tidak bisa menghindar , kondisi ini dinamakan ‘ tonic immobility , reaksi biologis , kondisi dimana korban pelecehan atau kekerasan seksual mengalami kelumpuhan sementara atas respon stimulasi apapun ) . kondisi tersebut terjadi hampir setiap hari hingga sekarang korban masih sering cerita mengenai perbuatan pelaku , hal ini yang membuat korban mengalami trauma ringan pasca kejadian . bingung harus melakukan apa dan terpaksa korban tidak bisa melawan karena ancamannya yang membuat korban takut kehilangan pekerjaannya . korban berusaha memahami kondisi dan melaporkan hal ini kepada keluarga , rekan kerja , dan sahabatnya , agar pelaku dapat disidak bersama-sama , namun rekan kerjanya pun tidak terlalu berani untuk membantunya karena alasan tidak mau ikut campur , dan pelaku sempat ditanya oleh teman korban , namun pelaku tidak mengakui hal ini . -- -- -pasca kejadian kondisi korban menjadi temperamen ( kondisi/ reaksi stimuli terhadap seseorang yang mengakibatkan mudah marah kepada orang-orang sekitarnya bahkan diri sendiri ) kondisi ini sudah sangat lama dialami korban ketika waktu smp yang sering dimarahi oleh seniornya sehingga membuat korban saat tumbuh besar menjadi takut kepada senior dan korban mudah marah kepada teman-teman terdekatnya . korban mengalami trauma dirumahnya dan frustrasi berat , sampai korban sering menyendiri walaupun pelaku tidak pernah meminta maaf kepada korban baik secara langsung atau pun melalui media sosial , dan seolah-olah pelaku tidak merasa bersalah , notabenenya pelaku sering berkomunikasi dengan korban melalui whatsapp untuk membicarakan jobdesc/report pekerjaannya . laporan-laporan korban kepada sahabatnya dikarenakan korban merasa tidak diadili dan kesal karena kondisi frustrasinya sementara pelaku baik-baik saja seperti tidak bersalah . -- -- - korban mulai speakup korban akhirnya berani speakup setelah perbuatan awal pelaku melakukan hal ini kepada korban , melaporkan ke teman-teman kerjanya sampai memohon-mohon untuk membantu korban melaporkan kasus ini tapi hasilnya tidak ada sama sekali , karena rekan kerjanya menolak karena tidak mau ikut campur bahkan ada yang melakukan victim blaming kepada korban dilingkungan kerjanya yang menyatakan bahwa korbanlah yang mendekati dan menggoda pelaku sampai membawa nama keluarga korban dalam cerita tersebut hingga mengatakan keluarga korban salah mendidik sehingga korban berbohong dan parahnya saksi yang melihat perlakuan pelaku yang tidak senonohpun tidak mau bersaksi dan berpihak kepada korban . ( hal ini yang membuat korban menjadi frustrasi kembali ) melihat sikap rekan kerjanya seperti itu , korban berusaha melaporkan lagi ke sahabatnya , saudaranya , agar mereka paham bagaimana kronologi kejadian ini dengan maksud dan tujuan agar tidak ada yang mengulangi hal yang sama atau tidak ada korban lagi selain dia di lingkungan kerja di cabang manapun , khususnya wingstop cabang riau , kota bandung . setelah menceritakan hal ini kepada rekan-rekannya , ternyata ada saudaranya yang membantunya melaporkan ke organisasi forum entertainment jawa barat , kota bandung , dan dari kami akan berjanji akan mengadakan sidang dan melaporkan kepada pihak kepolisian agar dapat memberikan sanksi tegas kepada pelaku .",Kepolisian Negara Republik Indonesia,  Kepolisian,Crime
kekerasan,"bukan saya ( nana ) ibu kandung 1 anak putra ( firdaus ) bertahun tahun alami kekerasan psikis , kekerasan fisik & ancaman dibunuh jika tidak tinggal/tidak sekolah di ( smp 1 karanganom klaten.saya ( nana ) & anak saya ( firdaus ) tidak pernah mau , tidak tertarik , tidak minta , tidak berminat & tidak pernah suka klaten . saya dan anak saya ingin hidup tenang , nyaman , bahagia & punya masa depan jauh jauh dari ( klaten ) .saya ( nana ) & anak kandung saya ( firdaus ) menolak bukan penduduk klaten & tidak pernah mau dicatat sebagai warga klaten.saya ( nana ) dan anak saya ( firdaus ) dipaksa , diintimidasi , didoktrin , diancam dibunuh oleh poniran > pensiunan kepala sekolah cirebon ( 08122100807 ) dan wuryanti ( 081312061661 ) jika saya & anak saya tidak tinggal/tidak sekolah di klaten.apa dinegara republik indonesia setiap ibu kandung biologis orangtua tunggal & anaknya tidak mendapat legalitas hukum dari presiden ? apa negara ri sanggup membayar nyawa seharga 800t & rahim seharga 800trilyun seorang ibu ( nana ) melahirkan normal sendirian diruang bersalin . saya ( nana ) ibu kandung biologi orangtua tunggal firdaus , berhak penuh atas firdaus .",Komisi Nasional Hak Asasi Manusia,"  Administrasi pendaftaran online (KK tidak ditemukan, Anggota Kel Berbeda dengan KK, Salah Satu Anggota kel sudah terdaftar)",Crime
kekerasan,"mohon dikaji , apakah harus ditertibkan . spanduk , membentang jalan , dan berisikan ungkapan yang memprovokasi kekerasan . di sebelah apotik kimia farma jalan veteran . semarang",Dinas Penataan Ruang Kota Semarang,  Sasaran,Crime
kekerasan,"telah maraknya terjadi pungutan liar ( pungli ) di jalan ikan paus no . 7 kecamatan binjai timur kelurahan tanah tinggi kota madya binjai tepatnya di depan cagar budaya stasiun kereta api binjai yang di sertai dengan kekerasan dan makian oleh salah seorang kelompok juru parkir liar dengan ciri-ciri berbadan kurus , rambut sedikit keriting , tinggi badan kurang lebih 160 cm dengan warna kulit coklat kehitaman , ketika ditanya apakah ada izin untuk pungutan parkir di daerah tersubut dia langsung menyebutkan salah seorang oknum di dinas perhubungan kota binjai serta juru parkir liar itu menunjukkan kartu petugas parkir palsu , yang nama di depan dan foto tidak sesuai dengan identitas di belakang kartu tersebut . mohon untuk ditindak lanjutin untuk kota binjai kota idaman . terima kasih .",Dinas Perhubungan Kota Binjai,  Keamanan dan Ketertiban Masyarakat,Crime
kekerasan,situs ini mohon segera di blokir karena menampilkan kekerasan sadis secara visualmohon segera di respon . terima kasih,Direktorat Jenderal Aplikasi Informatika,  Telekomunikasi,Crime
kekerasan,"selamat malam bpk/ibu , saya ingin melaporkan adanya keributan yang saya yakini sebagai tindak kekerasan terhadap anak . setiap hari saya mendengar keributan dirumah tetangga di jl.kramat ii no 8 rt/rw 006/007 , kwitang , senen , jakarta pusat , dan cukup mengganggu . apakah bisa diberikan penyuluhan atau diberikan pembicaraan kepada mereka terutama orangtua agar tidak ada keributan tersebut ? terima kasih .",Komisi Perlindungan Anak Indonesia,  Pemasyarakatan,Crime
kekerasan,"mohon hentikan segala bentuk kekerasan dan pungutan liar terhadap tahanan baru dan narapidana pindahan di rutan dan lembaga pemasyarakatan gunung sindur . tidak semua keluarga adalah orang kaya yang mampu membayar komit dan uang gaulan hingga 3 juta ! untuk uang mingguan saja keluarga kami kesulitan pak / bu . orang tua saya hanya bekerja sebagai buruh cuci , saya masih butuh biaya untuk bersekolah . biarkan kakak saya tenang menjalani hukumannya !",Lapas Khusus Kelas IIA Gunung Sindur,  Pemasyarakatan,Crime
kekerasan,untuk lembaga pemasyarakatan atau lembaga pemasyarakatan kelas ii kerobokan depasar bali . masih adanya kekerasan didalam lembaga pemasyarakatan yang masih belum ditangani oleh pihak petugas.. saya mohon untuk ditindak lanjuti kekerasan ini..,Lapas Klas IIA Kerobokan,  Reformasi Birokrasi dan Tata Kelola,Crime
kekerasan,"assalamu'alaikum . saya mau lapor mengenai 2 orang gila pasangan suami istri yang memiliki bayi dan membahayakan kesehatan bayi mereka . suaminya berulangkali melakukan kekerasan pada orang lain sehingga meresahkan . selain itu dari pihak keluarga laki-laki tidak ada respon positif.walaupun sudah di antarkan dengan bantuan pihak polisi , esoknya yang bersangkutan datang lagi . tempat kejadian berada di paseh kaler , sedangkan yang bersangkutan adalah orang cikeusik , cisitu , sumedang .","Dinas Sosial, Pemberdayaan Perempuan dan Perlindungan Anak",  Dampak Sosial Kemasyarakatan,Crime
kekerasan,"saya selaku pelapor : nama : julia wisenna nik : 367105440795002 alamat : pantai indah kapuk . komplek mediterania boulevard . jalan . katamaran indah 3 no 1b , jakarta utara kapuk penjaringan , 14460 ingin melaporkan : nama : zhao guihua warga negara asing alamat : pantai indah kapuk . komplek mediterania boulevard . jalan . katamaran indah 3 no 1b , jakarta utara kapuk penjaringan , 14460 dengan ini saya menyatakan kasus perilah kdrt dan tindakan yang membuat kegaduhan di rukun tetangga . selaku saudari zhao guihua ( ibu tiri ) melakukan kekerasan kepada ayah kandung saya . zhao guihua secara paksa mengusir saya julia wisenna selaku anak kandung dari ayah saya bernama ng heisen , karena ingin mengambil alih dari rumah papa saya , karena saya sebagai anak nomor 1 , zhao guihua berusaha untuk menyingkirkan saya . semalam saya sudah melapor kepada security dan rt namun mereka tidak bisa membantu dengan maksimal . maka dari itu saya membuat laporan ini kepada pihak berwajib . karena terkait kasus ini membuat adik adik saya yang masih di bawah umur menjadi tekanan dalam mental dan psikologi . saya berharap ada tindakan lanjut dari pihak yang berwajib . julia wisenna , pelapor",Kepolisian Negara Republik Indonesia,  Keluhan,Crime
kekerasan,"di medsos beredar berita arogansi oknum tni al . pada laman facebook di bawah ini dikisahkan kronologis serta disertakan beberapa video bukti . mohon dicek kebenarannya . halaman : https : //ww.facebook.com/evaemelyaalfatih/posts/2865332603531710 saya copas kontennya sebagai berikut *********************************************************** kronologi kejadian pemanggilan paksa dan kekerasan terhadap saya ( muhammad sutamin ) pimpinan pondok pesantren ihya ’ assunnah dan upaya paksa pengambilan surat-surat tanah pondok pesantren ihya ’ assunnah . pada tanggal 09 januari 2020 , tepatnya setelah sholat dzuhur saya masuk kedalam kantor untuk melanjutkan musyawarah bersama dewan guru dan pengurus pondok pesantren ihya ’ assunnah . setelah musyawarah berakhir dan peserta musyawaroh keluar dari ruangan , salah seorang guru bernama muhammad dzul ikbal , s. pada datang menyampaikan bahwa drs . h. mardin more bersama 3 orang tentara ( tni al ) mengambil gambar lokasi pondok . tidak lama kemudian , datang salah seorang santri yang lain bernama farham mengatakan bahwa ada yang ingin bertemu saya . saya keluar untuk menemui tamu tersebut dan ternyata mereka adalah saudara drs . h. mardin more bersama anaknya yang berpangkat letkol marinir al didampingi oleh 2 anggotanya yang berpangkat lettu dan serda . lalu saya mempersilahkan mereka untuk masuk ke dalam kantor . namun ternyata langsung ditanggapi dengan marah oleh letkol ahmad faisal anak drs . h. mardin more serta menodongkan pistol ke kepala saya . kemudian drs . h. mardin more mendekati anaknya seraya berkata : “ awas kamu iya ! sudah lama saya tahan anak saya . sekarang rasakan ! mau cari mati ? sekarang saatnya ! ” lalu terjadilah seperti yang terekam dalam video yaitu drs . h. mardin more menarik saya yang diikuti dengan dorongan paksa dan upaya pemukulan pada saya , yang diikuti dengan todongan pistol kembali oleh anaknya yang bernama letkol ahmad faisal setelah itu mereka memaksa saya untuk mengikuti mereka ke kantor . maka saya mencari sendal untuk dipakai namun oknum tni yang berpangkat serda menarik leher baju saya sehingga saya hampir terjatuh . setelah itu saya digiring ke mobil dengan cara tidak santun yang diikuti dengan berbagai ancaman . setelah itu saya meminta idzin untuk mengambil hp namun tidak diidzinkan keluar dari mobil . maka saya meminta salah seorang santri dan guru untuk mengambil hp di kantor . setelah hp diterima , saya diancam untuk tidak boleh menghubungi siapapun . bahkan hp saya diambil secara paksa . saya meminta untuk dibawa ke polres namun mereka tidak mau dan ternyata mobil diarahkan ke pos angkatan laut kolaka . dalam perjalanan di mobil tersebut ancaman – ancaman terus dilakukan diantaranya perkataan letkol ahmad faisal : “ ini sudah dekat dengan laut . tenggelamkan saja ! ” lalu disahut oleh salah seorang anggotanya : “ siap ! ada semen nanti dicor dan ditenggelamkan ! ” ketika tiba di pos al kolaka terjadilah pengancaman , penodongan pistol oleh letkol ahmad faisal di kepala saya seraya berkata “ pistol ini jauh – jauh saya bawa dari surabaya untuk ditembakkan ke kepala kamu . kamu bisa membeli hukum . hukum sekarang sudah bisa diperjualbelikan . tetapi tni punya hukum sendiri dan inilah hukum tni . berapa milyar kamu bayar hakim . saya mendapat informasi dari oknum hakim bahwa kamu membayar hakim . kalau kamu mau saya akan panggilkan sekarang ” . dan saya menjawab : “ silahkan panggilkan orang yang mana yang saya bayar ! ” setelah itu drs . h. mardin more mengambil pistol anaknya tersebut kemudian pak letkol ini mencabut sangkurnya dan mengancamkan ke saya dengan badan yang gemetar kareana marah . setelah itu terdengarlah tembakan peringatan yang disusul dengan perkataan bahwa itu sudah ada tembakan peringatan . hal ini semua mereka lakukan sebagai bentuk intimidasi dan pemaksaan kepada saya untuk menyerahkan sertifikat tanah pondok pesantren ihya ’ assunnah yang dimana tanah tersebut telah dibeli oleh pondok pesantren ihya ’ assunnah dalam hal ini saya dari drs . h. mardin more . dan kasus tanah ini sementara sedang di proses di mahkamah agung . pada putusan pengadilan negeri kolaka dan pengadilan tinggi kendari menyatakan gugatan tersebut dimenangkan oleh saya dan pondok pesantren ihya ’ assunnah dengan status dan o. karena saya tidak mau , maka intimidasi dan ancaman terus dilakukan dengan penuh kemarahan sehingga demi menjaga stabilitas agar kasus ini tidak melibatkan banyak pihak , maka dengan terpaksa saya bersedia untuk menyerahkan surat – surat tanah tetapi meminta agar didampingi oleh 2 saksi dan pengacara . namun mereka menolak dan tidak mengizinkan kehadiran pengacara . setelah itu saya dilarang pulang mengambil sendiri sertifikat dan 2 surat pengalihan tanah . saya disuruh untuk menghubungi isteri atau orang lain yang dapat mengambil surat – surat tanah tersebut di tempat penyimpanannya . maka dengan penuh ancaman saya menelphon saudara sutarjo dan imran untuk mengambil surat – surat tanah tersebut di kantor pondok pesantren . saya terus diancam untuk tidak menghubungi orang lain selain dari 2 orang tersebut . bahkan salah satu hp saya tetap ditahan oleh petugas dan tidak diidzinkan untuk diambil . kemudian terus dilakukan bentuk penistaan dan celaan serta fitnah kepada saya . setelah masuk waktu sholat ‘ ashr , saya meminta idzin untuk sholat di mesjid kepada salah seorang anggota yang berpangkat serda namun tidak didzinkan dengan alasan keinginan komandan . akhirnya saya sholat di salah satu ruangan yang ditunjukkan . tidak lama setelah sholat ‘ ashr , saudara sutarjo dan imran tiba di pos al kolaka dan mereka masuk ke ruangan . mereka pun diberikan ancaman – ancaman dan intimidasi – intimidasi . letkol ahmad faisal berkata : “ saya melihat mereka – mereka ini saya teringat orang – orang aceh waktu saya di aceh . orang – orang aceh itu memakai jubah , memakai songkok dan berjenggot tetapi jahat ! ” setelah itu terjadilah penandatanganan dan penyerahan surat – surat tanah secara paksa dari saya ke drs . h. mardin more yang ditandatangani oleh para saksi . saya keluar ruangan dan langsung menuju ke kantor polres kolaka untuk melaporkan kejadian yang menimpa saya dan meminta perlindungan dari pihak polres kolaka . 19 nopember , 10 januari 2020 penyusun muhammad sutamin =========================== sumber hamida asy'ari ( istri ustadz ) silahkan # viralkan untuk mendapat bantuan hukum & keadilan ***********************************************************",Staf Intelijen TNI,  Kepegawaian,Crime
kekerasan,"verawatijalan agnatis 6 no .193verrdull0309 di gmail.comkota depoksukma jayabakti jayabisa tolong telepon saya089664505688saya sedang hamil , dan punya anak kecil 7 tahun , dan ibu dengan gangguan jiwa saya tidak mampu , tidak punya uang , dan pekerjaan semua mengandalkan suami saya tapi saya selalu dapat kekerasan fisik , bantuan apa yang saya dapatkarena kalau hanya suami di penjara anak dan ibu saya bagaimana nasib nya rumah g punya juga punya hutang pula saya takut banget saya g berani sm suami karena saya orang g mampu.. dan selalu di batasi soal lingkungan sosial ... saya mau tanya dulu bantuan apa yang saya dapat iya karena kasian anak sm ibu saya kalau suami cuma di penjara lebih baik saya di hajar ajah kalau gitu dari pada anak sm ibu saya harus kesukaan tolong saya malu dan takutsaya selalu menutupi dari siapa pun karena malu dan takut sm tetangga dan keluarga.terimakasih sblm nya , maaf menggangu dan merepotkan saya sudah mentok soal nya , saya g punya siapa2 soal nya ''",Dinas Sosial Kota Depok,  Situasi Khusus,Crime
kekerasan,"lapor ! ! salah seorang oknum guru sd negeri 6 menteng kota palangka raya telah melakukan `` tindak kekerasan '' terhadap anak saya pada waktu jam olahraga dengan cara memukulkan penggaris kayu sebanyak 2 kali dengan keras yang mengakibatkan anak saya menderita sakit di bagian tangannya , dengan alasan yang tidak jelas . guru tersebut adalah guru olahraga an . lita . mohon untuk ditindaklanjuti segera .",Dinas Pendidikan Kota Palangka Raya,  Pendidikan,Crime
kekerasan,"tolong untuk pak polisi yang terhormat jangan memakai kekerasan saat tertib saya mengakui kesalahan karena melawan arah dan langsung minggir ke tepi , tetapi kepala saya dipukul 2x dengan kuat menggunakan pentungan karena alasan apakah helm saya kuat ? ! padahal helm saya ada tanda timbul sini nya apa kalian pikir tidak terasa pukulan itu ? kalau ada masalah jangan bawa ke orang lain dengan alasan menguji kekuatan helm ! coba kalian digitukan bagaimana rasanya kejadian pekanbaru , sabtu 29/12/2019 pukul 03.30 dini hari jalan . arifin ahmad ( spbu ) depan mtq",Badan Kesatuan Bangsa dan Politik Kota Pekanbaru,  Kepolisian,Crime
kekerasan,"kami dari aliansi profesional demokrasi kampus ( api kampus ) menyampaikan tuntutan kami di dprd sulsel dan diterima oleh anggota dewan sehingga melakakan dialog bersama demi mencapai suatu kesepakatan sehingga permasalahan terkait kekerasan akademik dalam kampus bisa selesai tanpa ada pihak pihak yang dirugikan , adapun penyampaian kami atau tuntutan kami yakni ( pernyataan sikap terlampir ) : .1. pergi sk do 11 mahasiswa stimik akba karena dinilai cacat hukum baik matril maupun formal.2 . mengecam tindakan sewenang-wenang yang dilakukan oleh pimpinan stimik akba.3 . penuhi hak berorganisasi dan menyampaikan pendapat di dalam kampus.3 . penuhi hak berorganisasi dan menyampaikan pendapat di dalam kampus.5 . mengharapkan dprd provinsi . sulsel dapat mengfasilitasi untuk melakukan mediasi dengan pihak tekait .",Sekretariat DPRD Prov. Sulsel,  Parkir,Crime
kekerasan,"terdapat pemungutan parkir liar di sejumlah atm di kota medan , pada atm cimb niaga jalan sumatera , dan cimb niaga di jalan asia . para tukang parkir liar memaksa harus membayar dan menggunakan kekerasan fisik bila tidak di berikan uang . mohon untuk segera di tindak lanjuti .",Dinas Perhubungan Kota Medan,  Layanan Keuangan Digital (LKD),Crime
kekerasan,"an . nurhidayah alamat jalan . bukit keminting , palangka raya tanggal 16 desember 2019 ke dinas sosial kota melaporkan bahwa rumahnya terbakar tanggal 14 desember 2019 yang dihuni ibu dan anak-anaknya , diantaranya 2 orang penderita gangguan kejiwaan sering melakukan kekerasan terhadap ibunya dan tetangga sekitar",Dinas Sosial Kota Palangka Raya,  Perlindungan Sosial,Crime
kekerasan,"assalamualaikum wr.wb selamat siang , saya ingin melaporkan mengenai kekerasan di suatu kampus , yaitu kampus institut teknologi kalimantan yang berada dibalikpapan . yang baru diresmikan tahun 2014 lalu . dan menurut saya banyak yang menyulitkan dari kampus ini , dimana banyak kegiatan yang tidak jelas dan menyulitkan mahasiswa baru oleh senior . serta senioritas yang sangat tinggi , yang menyebabkan persentase resign tertinggi , karena tekanan dan bullyng verbal dari senior yang sudah menjadi budaya dikampus ini . senioritas dalam artian mahasiswa semester dibawahnya wajib patuh atas segala kehendak senior dan wajib tunduk atau mengerjakan segala sangsi yang diberikan senior . dan terkadang senior semena-mena dalam memberikan hukuman kepada juniornya , bahkan untuk kesalahan kecil sekalipun . mahasiswa sering mendapatkan ancaman baik fisik maupun verbal dari senior hingga pengrusakan fasilitas kampus oleh senior saat mengkader juniornya . sudah sering diadukan ke dosen masih belum ada tanggapan , dan senior yang kerap membentak dan membully juniornya masih bebas dikampus dan melaukan hal yang sama , itulah yang menyebabkan tekanan pada junior sangat tinggi terutama mahasiswa semester 1 dan 2 yang cenderung diberi beban yang sangat besar oleh senior . hingga menimbulkan stress dan psikis maba terganggu atas bentakan yang kerap dilakukan senior . dan banyak mahasiswa junior yang lebih memilih keluar dari kampus ini . dan mengenai masa pengkaderan mahasiswa yang sangat lama . dimana hal itu dimanfaatkan oleh senior untuk membully para junior karena tidak adanya pengawasan langsung dari dekan maupun dari dosen . masa pengkaderan dikampus lain paling lama 2 sampai 3 hari , namun dikampus ini mencapai 1 hingga 2 tahun . untuk lebih lengkapnya saya lampirkan surat berikut ini dan sebuah rekaman singkat . dalam rekaman tersebut terdengar beberapa kali senior memukul pintu hingga rusak.tolong bantu kami dalam menyelesaikan atau menghilangkan segala bentuk bullyning dikampus kami tercinta ini . t untuk lebih lengkapnya kami lampirkan file berikut . terima kasih",Institut Teknologi Kalimantan,  Dampak Lingkungan,Crime
kekerasan,"saya mengalami kdrt oleh suami saya . kronologisnya adalah semenjak beberapa hari sebelum kejadian , emosi suami sedang tidak stabil . oleh karena itu , saya sesekali bertanya kepada beliau tentang masalahnya dg tujuan untuk dicari solusi bersama . tapi beliau tidak mau berbicara , dia hanya menjawab sedang pusing karena belum ada pemasukan ( uang ) . pada hari kejadian , saya mencoba mengajak suami diskusi lagi karena tidak biasanya beliau seperti itu . tapi suami tidak menjawab dan menghindar . saya yang mulai emosi mengikuti suami untuk membicarakan masalah ini . kemudian suami emosi dan memaki serta mendorong saya sampai saya jatuh dan lutut + telapak tangan saya menabrak lantai . suami saya tidak berhenti , dia membanting manekin sampai hancur dan memukul pintu . lalu beliau pergi meninggalkan saya dan membawa anak kami yang melihat kejadian tersebut . saat ini suami saya berusaha meminta maaf , tapi saya belum bisa memaafkan karena tubuh saya sakit dan lutut sebelah kanan saya lebam hingga sakit saat berjalan . saya sudah menyertakan bukti foto lutut saya yang lebam . ini adalah kejadian ke 3 kalinya saya mengalami kdrt selama 8 tahun 3 bulan usia pernikahan kami . saya sudah coba melaporkan kejadian ini melalui situs resmi kemenppa , tapi saya sudah 3x mencoba dan selalu gagal . saat ini saya belum berani mengajukan laporan resmi ke kepolisian karena saya tidak memiliki pendamping .",Kementerian Pemberdayaan Perempuan dan Perlindungan Anak,  Dampak Sosial Kemasyarakatan,Crime
kekerasan,"pinjaman on lain yang mencekik karena memberikan tenor jangka pendek dan denda yang terlalu tinggi , saya mohon untuk kepada ojk tolonglah kami yang selalu di resahkan oleh pihak dari aplikasi ksp swamitra indonesia , saya tidak perna berhubungan dengan dia , dan tiba2 saja langsung memberikan pinjaman tanpa persetujuan saya , di hubungi kontak yang memberi pinjaman tiba2 tidak aktiv pas sudah mau masuk jatuh tempo baru menelpon ulang untuk menagi . saya mohon untuk menindak lanjuti sikap dan kelakuan yang tidak wajar kepada saya pak/bu , saya hanyalah orang yang terdaftar tidak mampu , saya memohon kebijaksanaannya kepada ojk , dia beri pinjaman 1 jt dia transper 700rb dan harus di kembalikan di atas 1 jt hanya dalam jangka waktu 7 hari , sedangkan saya hanyalah penganguran tulen , saya memohon bantuan nya pak , karena sudah meminta kebijaksanaannya yang dia berikan hanyalah kekerasan .",Otoritas Jasa Keuangan,  Lain-lain,Crime
kekerasan,"asalamualaikum pa/bu kalau misalkan mau lapor tentang orgil yang meresahkan warga mesti kemana iya ? ke pihak kepolisian juga dulu pernah cuma tetep saja dikembalikan lagi ke lingkungan warga padahal itu jelas jelas membahayakan . tadi saja orgil tersebut sudah mulai meresahkan warga lagi dg mengancam warga dg gelagat yang mengarah pada kekerasan . tolong ditindak lanjuti secara benar dan tepat karena dulu beberapa kali pernah ditangani oleh pihak kepolisian namun tetap saja dikembalikan ke lingkungan kami yang jelas2 meresahkan . lokasinya di lengkong barat , kelurahan . lengkongsari kecamatan . tawang , kota tasikmalaya . ciri ciri orgil tersebut : nama : soni - suka memakai bandana dan celana jeans pendek selutut - suka nangkring di dekat pendopo ( sebrang plasa telekomunikasi )",SATUAN POLISI PAMONG PRAJA DAN PEMADAMAN KEBAKARAN,  Keluhan,Crime
kekerasan,"kepada yang terhormat kepala dinas sosial , pemberdayaan perempuan perlindungan anak kota pematang siantar di tempat dengan hormat , sudah banyak anak-anak menjadi korban pencabulan oleh pedofil , mohon agar pemko p. siantar melakukan sosialisasi pencegahan kekerasan seksual kepada murid-murid di sekolah sd , smp dan sama . terima kasih . # sahabatlapor ! #","Dinas Sosial, Pemberdayaan Perempuan dan Perlindungan Anak",  Perlindungan Sosial,Crime
kekerasan,"kepada yang terhormat kepala dinas pengendalian penduduk , kb dan pemberdayaan perempuan , perlindungan anak deli serdang di tempat bu , saya sangat khawatir dengan kejadian `` ayah di deli serdang bunuh anaknya karena mencuri dan malas sekolah '' pada bulan september lalu . mohon pemerintah kabupaten deli serdang melakukan sosialisasi tentang hak-hak anak pada para orangtua . anak-anak harus kita lindungi dari kekerasan . terima kasih .","Dinas Pengendalian Penduduk, KB dan Pemberdayaan Perempuan, Perlindungan Anak Kabupaten Deli Serdang",  Kesejahteraan Sosial,Crime
